,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
1454,695446424020918272,Twitter for iPhone,We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af https://t.co/f9qlKiv39T,12.0,10.0,,https://pbs.twimg.com/media/Caa407jWwAAJPH3.jpg,1.0,basenji,0.748904,True,Cardigan,0.121102,True,Pembroke,0.111767,True,4610.0,1947.0,2016-02-05 00:00:00,2018-10-13 03:18:00,no-entry,basenji,0.748904,12.0,1.0
1455,695409464418041856,Twitter for iPhone,This is Bob. He just got back from his job interview and realized his ear was inside-out the whole time. 10/10 https://t.co/lORINwFXIV,10.0,10.0,Bob,https://pbs.twimg.com/media/CaaXN5LUYAEzAh-.jpg,1.0,pug,0.997445,True,bull_mastiff,0.00174855,True,Pekinese,0.00030440400000000004,True,9119.0,3840.0,2016-02-05 00:00:00,2018-10-13 00:51:00,no-entry,pug,0.997445,10.0,1.0
1457,695095422348574720,Twitter for iPhone,This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,12.0,10.0,,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,1.0,papillon,0.227784,True,Chihuahua,0.218128,True,Border_collie,0.0934574,True,2796.0,661.0,2016-02-04 00:00:00,2018-10-13 04:03:00,pupper,papillon,0.227784,12.0,1.0
1458,695074328191332352,Twitter for iPhone,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt https://t.co/dH3GzcjCtQ,11.0,10.0,Lorenzo,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,1.0,Shih-Tzu,0.5101060000000001,True,Tibetan_terrier,0.0719809,True,Lhasa,0.069231,True,3005.0,1189.0,2016-02-04 00:00:00,2018-10-13 02:40:00,pupper,Shih-Tzu,0.5101060000000001,11.0,1.0
1460,695051054296211456,Twitter for iPhone,"Meet Brian (pronounced ""Kirk""). He's not amused by ur churlish tomfoolery. Once u put him down you're done for. 6/10 https://t.co/vityMwPKKi",6.0,10.0,Brian,https://pbs.twimg.com/media/CaVRP4GWwAERC0v.jpg,1.0,Boston_bull,0.761454,True,pug,0.0753949,True,Chihuahua,0.0415978,True,2819.0,847.0,2016-02-04 00:00:00,2018-10-13 01:07:00,no-entry,Boston_bull,0.761454,6.0,1.0
1464,694356675654983680,Twitter for iPhone,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 https://t.co/SQsEBWxPyG",10.0,10.0,,https://pbs.twimg.com/media/CaLZtmsWQAApbFw.jpg,1.0,hamster,0.429871,False,Pomeranian,0.144272,True,pretzel,0.12722,False,1595.0,312.0,2016-02-02 00:00:00,2018-10-13 03:08:00,pupper,hamster,0.144272,10.0,1.0
1465,694352839993344000,Twitter for iPhone,Meet Oliviér. He takes killer selfies. Has a dog of his own. It leaps at random &amp; can't bark for shit. 10/10 &amp; 5/10 https://t.co/6NgsQJuSBJ,10.0,10.0,Oliviér,https://pbs.twimg.com/media/CaLWOPfWkAAo2Dt.jpg,2.0,Australian_terrier,0.407886,True,Yorkshire_terrier,0.328173,True,silky_terrier,0.108404,True,2154.0,670.0,2016-02-02 00:00:00,2018-10-13 02:53:00,no-entry,Australian_terrier,0.407886,7.5,2.0
1467,694329668942569472,Twitter for iPhone,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,9.0,10.0,Grady,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,1.0,boxer,0.99006,True,bull_mastiff,0.00743627,True,Saint_Bernard,0.00161729,True,2124.0,539.0,2016-02-02 00:00:00,2018-10-13 01:21:00,pupper,boxer,0.99006,9.0,1.0
1468,694206574471057408,Twitter for iPhone,"""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days."" 10/10 https://t.co/Sd4qAdSRqI",10.0,10.0,,https://pbs.twimg.com/media/CaJRMPQWIAA1zL9.jpg,1.0,Shih-Tzu,0.352547,True,toy_poodle,0.15572,True,Maltese_dog,0.116657,True,4436.0,2181.0,2016-02-01 00:00:00,2018-10-13 17:11:00,no-entry,Shih-Tzu,0.352547,10.0,1.0
1469,694183373896572928,Twitter for iPhone,This is Lola. She realized mid hug that she's not ready for a committed relationship with a teddy bear. 9/10 https://t.co/pVebzwRioD,9.0,10.0,Lola,https://pbs.twimg.com/media/CaI8Fn0WAAIrFJN.jpg,1.0,teddy,0.441499,False,Pekinese,0.08087000000000001,True,Shih-Tzu,0.0720988,True,3112.0,998.0,2016-02-01 00:00:00,2018-10-13 15:39:00,no-entry,teddy,0.08087000000000001,9.0,1.0
1475,693642232151285760,Twitter for iPhone,Meet Freddery. He's a Westminster Toblerone. Seems to enjoy car rides. 9/10 would pat on the head approvingly https://t.co/6BS9XEip9a,9.0,10.0,Freddery,https://pbs.twimg.com/media/CaBP7i9W0AAJrIs.jpg,1.0,Scottish_deerhound,0.111893,True,bluetick,0.0743018,True,German_short-haired_pointer,0.06700039999999999,True,2687.0,447.0,2016-01-31 00:00:00,2018-10-13 03:49:00,no-entry,Scottish_deerhound,0.111893,9.0,1.0
1476,693629975228977152,Twitter for iPhone,This pupper is afraid of its own feet. 12/10 would comfort https://t.co/Tn9Mp0oPoJ,12.0,10.0,,https://pbs.twimg.com/media/CaBEx3SWEAILZpi.jpg,1.0,pug,0.841987,True,French_bulldog,0.06979110000000001,True,Boston_bull,0.0387199,True,2586.0,863.0,2016-01-31 00:00:00,2018-10-13 03:00:00,pupper,pug,0.841987,12.0,1.0
1477,693622659251335168,Twitter for iPhone,When you keepin the popcorn bucket in your lap and she reach for some... 10/10 https://t.co/a1IrjaID3X,10.0,10.0,,https://pbs.twimg.com/media/CaA-IR9VIAAqg5l.jpg,1.0,malamute,0.449298,True,Siberian_husky,0.385075,True,Eskimo_dog,0.163485,True,1634.0,399.0,2016-01-31 00:00:00,2018-10-13 02:31:00,no-entry,malamute,0.449298,10.0,1.0
1481,693280720173801472,Twitter for iPhone,This is Sadie and her 2 pups Shebang &amp; Ruffalo. Sadie says single parenting is challenging but rewarding. All 10/10 https://t.co/UzbhwXcLne,10.0,10.0,Sadie,https://pbs.twimg.com/media/CZ8HIsGWIAA9eXX.jpg,1.0,Labrador_retriever,0.340008,True,bull_mastiff,0.175316,True,box_turtle,0.16433699999999998,False,3558.0,1334.0,2016-01-30 00:00:00,2018-10-13 03:52:00,no-entry,Labrador_retriever,0.340008,10.0,1.0
1485,693155686491000832,Twitter for iPhone,This is Dunkin. He can only see when he's wet (tragic). 12/10 future heartbreaker https://t.co/At8Kxc5H9U,12.0,10.0,Dunkin,https://pbs.twimg.com/media/CZ6VatdWwAAwHly.jpg,3.0,Shih-Tzu,0.69748,True,Lhasa,0.200151,True,Tibetan_terrier,0.0909704,True,8348.0,3446.0,2016-01-29 00:00:00,2018-10-13 19:36:00,no-entry,Shih-Tzu,0.69748,12.0,1.0
1486,693109034023534592,Twitter for iPhone,"""Thank you friend that was a swell petting"" 11/10 (vid by @MatthewjamesMac) https://t.co/NY3cPAZAIM",11.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/693108992730632192/pu/img/ncJQQZf3eroMSF12.jpg,1.0,cocker_spaniel,0.740013,True,Welsh_springer_spaniel,0.088739,True,golden_retriever,0.047469800000000006,True,1822.0,661.0,2016-01-29 00:00:00,2018-10-13 16:30:00,no-entry,cocker_spaniel,0.740013,11.0,1.0
1487,693095443459342336,Twitter for iPhone,This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,10.0,10.0,Milo,https://pbs.twimg.com/media/CZ5entwWYAAocEg.jpg,1.0,ice_lolly,0.660099,False,neck_brace,0.039562900000000005,False,Yorkshire_terrier,0.033487800000000005,True,1988.0,499.0,2016-01-29 00:00:00,2018-10-13 15:36:00,pupper,ice_lolly,0.033487800000000005,10.0,1.0
1488,692919143163629568,Twitter for iPhone,Please only send in dogs. Don't submit other things like this pic of Kenny Chesney in a bathtub. Thank you. 9/10 https://t.co/TMpDHHGspy,9.0,10.0,,https://pbs.twimg.com/media/CZ2-SRiWcAIjuM5.jpg,1.0,Saint_Bernard,0.612635,True,English_springer,0.269744,True,boxer,0.0486655,True,2827.0,801.0,2016-01-29 00:00:00,2018-10-13 03:56:00,no-entry,Saint_Bernard,0.612635,9.0,1.0
1489,692905862751522816,Twitter for iPhone,This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,10.0,10.0,Wally,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,1.0,Mexican_hairless,0.162638,True,Doberman,0.15628699999999998,True,Rhodesian_ridgeback,0.0814778,True,2582.0,946.0,2016-01-29 00:00:00,2018-10-13 03:03:00,pupper,Mexican_hairless,0.162638,10.0,1.0
1490,692901601640583168,Twitter for iPhone,"""Fuck the system"" 10/10 https://t.co/N0OADmCnVV",10.0,10.0,,https://pbs.twimg.com/media/CZ2uU37UcAANzmK.jpg,1.0,soft-coated_wheaten_terrier,0.403496,True,cocker_spaniel,0.135164,True,golden_retriever,0.0887187,True,1896.0,653.0,2016-01-29 00:00:00,2018-10-13 02:46:00,no-entry,soft-coated_wheaten_terrier,0.403496,10.0,1.0
1495,692535307825213440,Twitter for iPhone,This is Amber. She's a Fetty Woof. 10/10 would pet in a heartbeat https://t.co/Dt360V2MYI,10.0,10.0,Amber,https://pbs.twimg.com/media/CZxhL2yWAAI_DHn.jpg,1.0,pug,0.41309,True,French_bulldog,0.199865,True,Chihuahua,0.08199060000000001,True,3375.0,1461.0,2016-01-28 00:00:00,2018-10-13 02:30:00,no-entry,pug,0.41309,10.0,1.0
1499,692187005137076224,Twitter for iPhone,This is a rare Arctic Wubberfloof. Unamused by the happenings. No longer has the appetites. 12/10 would totally hug https://t.co/krvbacIX0N,12.0,10.0,,https://pbs.twimg.com/media/CZskaEIWIAUeTr5.jpg,2.0,Siberian_husky,0.810592,True,malamute,0.119745,True,Eskimo_dog,0.0292648,True,2671.0,880.0,2016-01-27 00:00:00,2018-10-13 03:26:00,no-entry,Siberian_husky,0.810592,12.0,1.0
1500,692158366030913536,Twitter for iPhone,This is Edgar. He's a Sassafras Puggleflash. Nothing satisfies him. Not since the war. 10/10 cheer up pup https://t.co/1NgMb9BTWB,10.0,10.0,Edgar,https://pbs.twimg.com/media/CZsKVxfWQAAXy2u.jpg,1.0,pug,0.956565,True,swing,0.0189067,False,toy_poodle,0.013544399999999998,True,2281.0,854.0,2016-01-27 00:00:00,2018-10-13 01:33:00,no-entry,pug,0.956565,10.0,1.0
1503,692017291282812928,Twitter for iPhone,This is Kingsley Wellensworth III. He owns 7 range rovers. Has a cardigan collection. Would rather be sailing. 9/10 https://t.co/BE4ahQ0IO2,9.0,10.0,Kingsley,https://pbs.twimg.com/media/CZqKDZTVIAEvtbc.jpg,1.0,Tibetan_terrier,0.247565,True,cocker_spaniel,0.121377,True,bow_tie,0.0993625,False,3028.0,1026.0,2016-01-26 00:00:00,2018-10-13 16:12:00,no-entry,Tibetan_terrier,0.247565,9.0,1.0
1510,691444869282295808,Twitter for iPhone,This is Bailey. She likes flowers. 12/10 https://t.co/YBENhr24FV,12.0,10.0,Bailey,https://pbs.twimg.com/media/CZiBcJhWQAATXNK.jpg,2.0,Bernese_mountain_dog,0.767563,True,Border_collie,0.08580460000000001,True,EntleBucher,0.0437693,True,2801.0,914.0,2016-01-25 00:00:00,2018-10-13 02:17:00,no-entry,Bernese_mountain_dog,0.767563,12.0,1.0
1511,691416866452082688,Twitter for iPhone,I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,13.0,10.0,,https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,1.0,Lakeland_terrier,0.530104,True,Irish_terrier,0.197314,True,Airedale,0.08251460000000001,True,20455.0,8234.0,2016-01-25 00:00:00,2018-10-13 00:26:00,no-entry,Lakeland_terrier,0.530104,13.0,1.0
1512,691321916024623104,Twitter for iPhone,This is Molly. She's a Peruvian Niddlewog. Loves her new hat. 11/10 would totally pet https://t.co/g4fiS8A9Ab,11.0,10.0,Molly,https://pbs.twimg.com/media/CZgRmk0UcAAxeuQ.jpg,1.0,Rottweiler,0.508981,True,German_shepherd,0.207897,True,kelpie,0.0943533,True,2722.0,710.0,2016-01-24 00:00:00,2018-10-13 18:09:00,no-entry,Rottweiler,0.508981,11.0,1.0
1513,691096613310316544,Twitter for iPhone,Here we see one dog giving a puptalk to another dog. Both are focused af. Left one has powerful feet. 11/10 for both https://t.co/fUacc13OrW,11.0,10.0,,https://pbs.twimg.com/media/CZdEq-AUMAAWayR.jpg,1.0,borzoi,0.441269,True,llama,0.27827,False,Arabian_camel,0.06350349999999999,False,3135.0,960.0,2016-01-24 00:00:00,2018-10-13 03:14:00,no-entry,borzoi,0.441269,11.0,1.0
1516,690959652130045952,Twitter for iPhone,This golden is happy to refute the soft mouth egg test. Not a fan of sweeping generalizations. 11/10 #notallpuppers https://t.co/DgXYBDMM3E,11.0,10.0,,https://pbs.twimg.com/media/CZbIIM-WkAIPClg.jpg,2.0,golden_retriever,0.862964,True,Labrador_retriever,0.0448653,True,Saluki,0.0124678,True,3793.0,1354.0,2016-01-23 00:00:00,2018-10-13 18:09:00,no-entry,golden_retriever,0.862964,11.0,1.0
1519,690735892932222976,Twitter for iPhone,Say hello to Peaches. She's a Dingleberry Zanderfloof. 13/10 would caress lots https://t.co/YrhkrTsoTt,13.0,10.0,Peaches,https://pbs.twimg.com/media/CZX8nyeVAAEstKM.jpg,1.0,golden_retriever,0.883229,True,Labrador_retriever,0.109635,True,kuvasz,0.00279507,True,4007.0,1382.0,2016-01-23 00:00:00,2018-10-13 03:20:00,no-entry,golden_retriever,0.883229,13.0,1.0
1521,690690673629138944,Twitter for iPhone,This is Cedrick. He's a spookster. Did me a discomfort. 10/10 would pet with a purpose https://t.co/yS7T4gxKod,10.0,10.0,Cedrick,https://pbs.twimg.com/media/CZXTgKkWwAA5UZJ.jpg,1.0,bath_towel,0.194532,False,radiator,0.127776,False,Maltese_dog,0.08962460000000001,True,2465.0,858.0,2016-01-23 00:00:00,2018-10-13 00:21:00,no-entry,bath_towel,0.08962460000000001,10.0,1.0
1522,690649993829576704,Twitter for iPhone,This is Hazel. She's a gymnast. Training hard for Rio. 11/10 focused af https://t.co/CneG2ZbxHP,11.0,10.0,Hazel,https://pbs.twimg.com/media/CZWugJsWYAIzVzJ.jpg,1.0,bighorn,0.215438,False,hyena,0.137928,False,Mexican_hairless,0.0981708,True,1385.0,302.0,2016-01-22 00:00:00,2018-10-13 21:39:00,no-entry,bighorn,0.0981708,11.0,1.0
1524,690597161306841088,Twitter for iPhone,This is Lolo. She's America af. Behind in science &amp; math but can say whatever she wants on Twitter. 11/10 ...Merica https://t.co/Nwi3SYe8KA,11.0,10.0,Lolo,https://pbs.twimg.com/media/CZV-c9NVIAEWtiU.jpg,1.0,Lhasa,0.0974997,True,koala,0.0919339,False,sunglasses,0.0915048,False,2082.0,648.0,2016-01-22 00:00:00,2018-10-13 18:09:00,no-entry,Lhasa,0.0974997,11.0,1.0
1526,690374419777196032,Twitter for iPhone,This is Phred. He's an Albanian Flepperkush. Tongue is rather impressive if I'm honest. Perhaps even legendary 11/10 https://t.co/VpfFCKE28C,11.0,10.0,Phred,https://pbs.twimg.com/media/CZSz3vWXEAACElU.jpg,1.0,kuvasz,0.286345,True,Labrador_retriever,0.107144,True,ice_bear,0.0850858,False,3447.0,929.0,2016-01-22 00:00:00,2018-10-13 03:24:00,no-entry,kuvasz,0.286345,11.0,1.0
1530,690021994562220032,Twitter for iPhone,"Say hello to Geoff (pronounced ""Kyle""). He accidentally opened the front facing camera. 10/10 https://t.co/TmlwQWnmRC",10.0,10.0,Geoff,https://pbs.twimg.com/media/CZNzV6cW0AAsX7p.jpg,1.0,badger,0.28955,False,weasel,0.0991402,False,malamute,0.0406958,True,2963.0,1114.0,2016-01-21 00:00:00,2018-10-13 04:03:00,no-entry,badger,0.0406958,10.0,1.0
1531,690015576308211712,Twitter for iPhone,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg,12.0,10.0,,https://pbs.twimg.com/media/CZNtgWhWkAAbq3W.jpg,2.0,malamute,0.949609,True,Siberian_husky,0.0330837,True,Eskimo_dog,0.016662700000000003,True,2654.0,794.0,2016-01-21 00:00:00,2018-10-13 03:38:00,pupper,malamute,0.949609,12.0,1.0
1533,689999384604450816,Twitter for iPhone,This is Covach. He's trying to melt the snow. 10/10 we all believe in you buddy https://t.co/fgMaP2zDMt,10.0,10.0,Covach,https://pbs.twimg.com/media/CZNexghWAAAYnT-.jpg,1.0,standard_poodle,0.444499,True,English_springer,0.12983,True,pug,0.0738057,True,1513.0,403.0,2016-01-21 00:00:00,2018-10-13 02:34:00,no-entry,standard_poodle,0.444499,10.0,1.0
1536,689905486972461056,Twitter for iPhone,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY",11.0,10.0,Gizmo,https://pbs.twimg.com/media/CZMJYCRVAAE35Wk.jpg,4.0,Pomeranian,0.943331,True,Shetland_sheepdog,0.0236751,True,chow,0.00716495,True,2575.0,746.0,2016-01-20 00:00:00,2018-10-13 20:21:00,pupper,Pomeranian,0.943331,11.0,1.0
1537,689877686181715968,Twitter for iPhone,This is Durg. He's trying to conquer his fear of trampolines. 9/10 it's not working https://t.co/5iH08ltkoe,9.0,10.0,Durg,https://pbs.twimg.com/media/CZLwGAIWQAIYsTx.jpg,1.0,Old_English_sheepdog,0.26915500000000003,True,Tibetan_terrier,0.111496,True,Lakeland_terrier,0.104939,True,3190.0,1278.0,2016-01-20 00:00:00,2018-10-13 18:30:00,no-entry,Old_English_sheepdog,0.26915500000000003,9.0,1.0
1542,689599056876867584,Twitter for iPhone,Here we see 33 dogs posing for a picture. All get 11/10 for superb cooperation https://t.co/TRAri5iHzd,11.0,10.0,,https://pbs.twimg.com/media/CZHyrvOXEAEin-A.jpg,1.0,dogsled,0.426494,False,cocker_spaniel,0.07310139999999997,True,Chihuahua,0.0703229,True,12305.0,5958.0,2016-01-20 00:00:00,2018-10-13 00:03:00,no-entry,dogsled,0.07310139999999997,11.0,1.0
1543,689557536375177216,Twitter for iPhone,Downright majestic af 12/10 https://t.co/WFh2FEbYzj,12.0,10.0,,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,1.0,Eskimo_dog,0.169482,True,Siberian_husky,0.161655,True,dingo,0.15441400000000002,False,2170.0,497.0,2016-01-19 00:00:00,2018-10-13 21:18:00,no-entry,Eskimo_dog,0.169482,12.0,1.0
1544,689517482558820352,Twitter for iPhone,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,12.0,10.0,Carl,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,1.0,Pembroke,0.799319,True,Cardigan,0.189537,True,papillon,0.00338619,True,3590.0,1544.0,2016-01-19 00:00:00,2018-10-13 18:39:00,no-entry,Pembroke,0.799319,12.0,1.0
1547,689280876073582592,Twitter for iPhone,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS,10.0,10.0,Herald,https://pbs.twimg.com/media/CZDRTAPUoAEaqxF.jpg,3.0,Chihuahua,0.6375460000000001,True,American_Staffordshire_terrier,0.150694,True,Staffordshire_bullterrier,0.103953,True,2118.0,775.0,2016-01-19 00:00:00,2018-10-13 02:59:00,no-entry,Chihuahua,0.6375460000000001,10.0,1.0
1550,689154315265683456,Twitter for iPhone,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,9.0,10.0,,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,1.0,cocker_spaniel,0.816044,True,golden_retriever,0.054135400000000014,True,Airedale,0.0306481,True,3238.0,1082.0,2016-01-18 00:00:00,2018-10-13 18:36:00,no-entry,cocker_spaniel,0.816044,9.0,1.0
1551,689143371370250240,Twitter for iPhone,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,10.0,10.0,Trip,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,1.0,English_springer,0.303781,True,papillon,0.165132,True,Welsh_springer_spaniel,0.149051,True,2139.0,554.0,2016-01-18 00:00:00,2018-10-13 17:52:00,pupper,English_springer,0.303781,10.0,1.0
1552,688916208532455424,Twitter for iPhone,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x,11.0,10.0,,https://pbs.twimg.com/media/CY-Fn1FWEAQhzhs.jpg,1.0,Pembroke,0.430544,True,red_fox,0.206576,False,Pomeranian,0.154352,True,2890.0,940.0,2016-01-18 00:00:00,2018-10-13 02:49:00,pupper,Pembroke,0.430544,11.0,1.0
1556,688828561667567616,Twitter for iPhone,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,9.0,10.0,Brad,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,1.0,Cardigan,0.6142310000000001,True,skunk,0.13939200000000002,False,toilet_tissue,0.0311582,False,1464.0,399.0,2016-01-17 00:00:00,2018-10-13 21:01:00,no-entry,Cardigan,0.6142310000000001,9.0,1.0
1557,688804835492233216,Twitter for iPhone,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,12.0,10.0,,https://pbs.twimg.com/media/CY8gWFRWUAAm1XL.jpg,3.0,malinois,0.199512,True,German_shepherd,0.0967973,True,Saluki,0.0828482,True,1016.0,211.0,2016-01-17 00:00:00,2018-10-13 19:27:00,no-entry,malinois,0.199512,12.0,1.0
1558,688789766343622656,Twitter for iPhone,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG,8.0,10.0,Pubert,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,1.0,American_Staffordshire_terrier,0.5996600000000001,True,Staffordshire_bullterrier,0.380976,True,bull_mastiff,0.00388902,True,2343.0,718.0,2016-01-17 00:00:00,2018-10-13 18:27:00,no-entry,American_Staffordshire_terrier,0.5996600000000001,8.0,1.0
1561,688385280030670848,Twitter for iPhone,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th,12.0,10.0,Louis,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,2.0,golden_retriever,0.900437,True,cocker_spaniel,0.0222925,True,sombrero,0.0149968,False,9846.0,4803.0,2016-01-16 00:00:00,2018-10-13 15:40:00,no-entry,golden_retriever,0.900437,12.0,1.0
1567,687826841265172480,Twitter for iPhone,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P,12.0,10.0,Louis,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,1.0,Pomeranian,0.99721,True,Pekinese,0.0008032410000000001,True,keeshond,0.000372515,True,2890.0,1218.0,2016-01-15 00:00:00,2018-10-13 02:41:00,no-entry,Pomeranian,0.99721,12.0,1.0
1572,687664829264453632,Twitter for iPhone,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,11.0,10.0,Opal,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,1.0,pug,0.957365,True,French_bulldog,0.0385587,True,toy_poodle,0.0006673610000000001,True,2054.0,552.0,2016-01-14 00:00:00,2018-10-13 15:57:00,no-entry,pug,0.957365,11.0,1.0
