carat,cut,cut_ord,color,clarity,clarity_ord,price,bid
1.03,Very Good,3,G,VS1,4,5686.69,3980.6829999999995
0.39,Very Good,3,J,VVS1,7,1664.3700000000001,1165.059
0.42,Ideal,5,E,VS2,5,1324.96,927.472
0.58,Ideal,5,D,SI2,2,1309.04,916.3279999999999
1.0,Fair,1,E,SI2,2,4210.1,2947.07
0.31,Very Good,3,G,VS1,4,-370.6700000000001,-259.46900000000005
1.5,Premium,4,H,SI2,2,8890.9,6223.629999999999
0.7,Good,2,F,VVS2,6,3660.2999999999993,2562.209999999999
1.5,Premium,4,I,SI1,3,9344.9,6541.429999999999
1.5,Very Good,3,D,SI1,3,9186.8,6430.759999999999
1.55,Ideal,5,I,VS2,5,10831.65,7582.154999999999
0.33,Premium,4,G,VS1,4,-44.309999999999945,-31.01699999999996
1.23,Ideal,5,H,VS2,5,8139.49,5697.642999999999
0.57,Very Good,3,G,SI1,3,1362.7099999999998,953.8969999999998
1.72,Premium,4,F,I1,1,10287.76,7201.432
1.0,Premium,4,G,VS1,4,5592.4,3914.6799999999994
1.28,Ideal,5,G,I1,1,6744.139999999999,4720.897999999999
0.38,Ideal,5,G,VS2,5,988.44,691.908
0.9,Very Good,3,G,SI2,2,3685.0,2579.5
1.51,Very Good,3,G,VVS2,6,10632.93,7443.0509999999995
0.52,Premium,4,H,SI1,3,1100.1600000000003,770.1120000000002
0.31,Ideal,5,E,VVS1,7,1307.5300000000002,915.2710000000001
0.28,Very Good,3,F,VVS2,6,284.9400000000005,199.45800000000034
0.7,Very Good,3,E,SI1,3,2456.3999999999996,1719.4799999999996
1.51,Very Good,3,E,VS2,5,10178.93,7125.251
1.05,Very Good,3,G,IF,8,7670.95,5369.665
1.0,Premium,4,E,VVS2,6,6500.4,4550.28
1.51,Very Good,3,J,VVS2,6,10632.93,7443.0509999999995
1.21,Very Good,3,H,SI1,3,6747.03,4722.920999999999
0.34,Ideal,5,I,VS1,4,197.92000000000007,138.54400000000004
0.9,Premium,4,E,SI1,3,4297.1,3007.9700000000003
1.3,Ideal,5,D,SI1,3,7820.4,5474.28
0.42,Ideal,5,G,VS1,4,870.96,609.672
0.74,Ideal,5,E,SI1,3,3109.12,2176.3839999999996
1.02,Ideal,5,D,VS1,4,5918.76,4143.132
0.3,Ideal,5,D,VS2,5,315.4000000000001,220.78000000000006
0.4,Very Good,3,D,VVS2,6,1294.5000000000002,906.1500000000001
0.3,Premium,4,D,SI1,3,-750.6999999999998,-525.4899999999999
0.3,Ideal,5,E,VS2,5,315.4000000000001,220.78000000000006
2.01,Fair,1,H,SI2,2,12707.229999999998,8895.060999999998
1.35,Premium,4,F,VS2,5,8990.95,6293.665
1.03,Ideal,5,F,SI2,2,5094.889999999999,3566.4229999999993
1.01,Good,2,D,SI1,3,4906.329999999999,3434.430999999999
0.71,Very Good,3,H,VS2,5,3448.5299999999997,2413.9709999999995
0.38,Ideal,5,F,VVS1,7,1896.44,1327.508
0.5,Good,2,G,SI2,2,161.70000000000005,113.19000000000003
0.54,Premium,4,H,VS1,4,1722.4200000000005,1205.6940000000002
0.73,Ideal,5,F,VVS1,7,4840.99,3388.6929999999998
1.01,Fair,1,D,SI2,2,4294.23,3005.9609999999993
0.51,Premium,4,E,VS2,5,1924.0300000000002,1346.8210000000001
1.01,Good,2,I,VS2,5,5814.329999999999,4070.030999999999
2.03,Premium,4,J,VS1,4,14257.789999999999,9980.453
0.34,Ideal,5,H,VVS2,6,1105.92,774.144
0.54,Ideal,5,F,VVS2,6,2788.5200000000004,1951.9640000000002
0.7,Good,2,I,VS1,4,2752.2999999999993,1926.6099999999994
1.52,Good,2,H,SI1,3,9196.96,6437.871999999999
0.31,Ideal,5,D,SI1,3,-508.4699999999998,-355.92899999999986
0.4,Very Good,3,E,VVS1,7,1748.5000000000002,1223.95
0.5,Premium,4,D,SI1,3,931.9,652.3299999999999
1.02,Very Good,3,E,SI2,2,4694.56,3286.192
0.5,Very Good,3,H,VS1,4,1227.8,859.4599999999999
1.21,Very Good,3,E,SI1,3,6747.03,4722.920999999999
0.54,Good,2,D,VS1,4,1406.2200000000005,984.3540000000003
1.01,Ideal,5,H,SI1,3,5380.629999999999,3766.4409999999993
0.32,Ideal,5,H,VS2,5,483.65999999999985,338.5619999999999
0.9,Premium,4,H,VS2,5,5205.1,3643.57
1.5,Ideal,5,F,VVS2,6,10865.0,7605.499999999999
0.33,Premium,4,G,VVS1,7,1317.69,922.3829999999999
0.5,Very Good,3,F,VS2,5,1681.8,1177.26
0.71,Ideal,5,D,SI2,2,2402.7299999999996,1681.9109999999996
0.72,Premium,4,H,VS2,5,3690.7599999999998,2583.5319999999997
1.08,Very Good,3,G,SI2,2,5199.340000000001,3639.5380000000005
0.55,Ideal,5,E,SI1,3,1510.6500000000005,1057.4550000000004
0.33,Premium,4,F,VS2,5,409.69000000000005,286.783
0.3,Very Good,3,G,VVS2,6,453.1999999999998,317.23999999999984
0.41,Ideal,5,E,VVS1,7,2148.83,1504.1809999999998
0.35,Premium,4,E,SI1,3,-330.0500000000002,-231.0350000000001
1.51,Very Good,3,H,VS1,4,9724.93,6807.451
0.82,Good,2,J,SI1,3,3307.8599999999997,2315.5019999999995
1.18,Premium,4,H,SI1,3,6652.74,4656.918
0.4,Premium,4,G,VS1,4,544.6000000000004,381.22000000000025
0.31,Ideal,5,H,VS2,5,399.5300000000002,279.6710000000001
0.3,Premium,4,H,SI1,3,-750.6999999999998,-525.4899999999999
2.05,Premium,4,E,SI2,2,13518.049999999997,9462.634999999998
0.7,Very Good,3,F,SI1,3,2456.3999999999996,1719.4799999999996
0.42,Very Good,3,E,SI1,3,100.75999999999999,70.53199999999998
1.06,Ideal,5,H,SI2,2,5347.280000000001,3743.096
0.29,Very Good,3,G,VVS2,6,369.0699999999997,258.34899999999976
0.73,Ideal,5,E,VS1,4,3478.99,2435.2929999999997
1.03,Very Good,3,G,SI1,3,5232.69,3662.8829999999994
0.74,Ideal,5,E,SI1,3,3109.12,2176.3839999999996
1.18,Premium,4,E,I1,1,5744.74,4021.3179999999998
0.9,Premium,4,H,VS1,4,4751.1,3325.77
1.41,Premium,4,G,SI1,3,8587.73,6011.410999999999
1.03,Ideal,5,H,VVS2,6,6910.889999999999,4837.623
1.02,Premium,4,D,VS2,5,6214.66,4350.262
0.7,Ideal,5,F,SI2,2,2318.5999999999995,1623.0199999999995
0.32,Ideal,5,F,VS2,5,483.65999999999985,338.5619999999999
0.43,Ideal,5,E,VVS1,7,2317.09,1621.963
0.5,Very Good,3,E,SI2,2,319.79999999999995,223.85999999999996
0.28,Very Good,3,D,VVS2,6,284.9400000000005,199.45800000000034
0.36,Ideal,5,H,VS2,5,820.1799999999998,574.1259999999999
1.51,Very Good,3,F,SI1,3,9270.93,6489.651
0.52,Ideal,5,G,VS2,5,2166.26,1516.382
1.05,Ideal,5,F,SI1,3,5717.15,4002.0049999999997
0.34,Very Good,3,D,SI1,3,-572.28,-400.59599999999995
0.4,Ideal,5,E,VS2,5,1156.7000000000003,809.6900000000002
2.14,Ideal,5,H,SI2,2,14433.32,10103.323999999999
2.0,Premium,4,J,VS1,4,14005.4,9803.779999999999
0.92,Premium,4,F,SI2,2,4011.36,2807.9519999999998
1.55,Premium,4,D,SI2,2,9311.55,6518.084999999999
1.04,Ideal,5,G,VS2,5,6541.02,4578.714
1.02,Ideal,5,E,SI1,3,5464.76,3825.332
2.01,Very Good,3,I,SI1,3,13477.429999999997,9434.200999999997
1.51,Fair,1,I,VS2,5,9862.73,6903.910999999999
0.3,Ideal,5,F,VVS2,6,769.4000000000001,538.58
1.01,Ideal,5,G,VS2,5,6288.629999999999,4402.040999999999
1.05,Premium,4,J,VS1,4,6013.049999999999,4209.134999999999
1.22,Ideal,5,E,VVS2,6,8509.36,5956.552
0.75,Premium,4,F,SI1,3,3035.15,2124.605
0.44,Ideal,5,F,SI1,3,585.2199999999998,409.6539999999998
0.33,Ideal,5,G,VS1,4,113.78999999999996,79.65299999999996
0.72,Ideal,5,E,VS2,5,3848.8599999999997,2694.2019999999998
0.81,Premium,4,E,SI2,2,3085.9300000000007,2160.1510000000003
0.3,Ideal,5,D,SI1,3,-592.5999999999999,-414.81999999999994
0.7,Very Good,3,E,SI1,3,2456.3999999999996,1719.4799999999996
1.72,Premium,4,H,SI1,3,11195.76,7837.031999999999
1.0,Premium,4,F,SI1,3,5138.4,3596.8799999999997
0.3,Very Good,3,G,SI1,3,-908.8000000000002,-636.1600000000001
0.28,Ideal,5,H,VVS2,6,601.1400000000003,420.79800000000023
0.72,Very Good,3,J,VS1,4,3078.66,2155.062
0.31,Premium,4,G,SI1,3,-666.5699999999997,-466.59899999999976
1.54,Premium,4,I,SI2,2,9227.42,6459.1939999999995
0.31,Ideal,5,G,SI1,3,-508.4699999999998,-355.92899999999986
0.37,Premium,4,D,VVS2,6,1200.21,840.1469999999999
0.38,Ideal,5,G,VS2,5,988.44,691.908
0.9,Fair,1,E,I1,1,2914.7999999999997,2040.3599999999997
1.0,Premium,4,J,SI1,3,5138.4,3596.8799999999997
0.33,Very Good,3,I,VVS1,7,1159.59,811.7129999999999
1.03,Very Good,3,J,SI2,2,4778.69,3345.0829999999996
0.42,Very Good,3,D,SI2,2,-353.24,-247.268
0.62,Ideal,5,G,VVS2,6,3461.5600000000004,2423.092
0.9,Ideal,5,J,SI1,3,4455.2,3118.64
1.18,Very Good,3,I,SI2,2,6040.64,4228.448
0.41,Ideal,5,F,VS2,5,1240.83,868.5809999999999
0.25,Very Good,3,D,VVS2,6,32.55000000000018,22.785000000000124
0.36,Premium,4,D,SI2,2,-699.9200000000001,-489.944
0.51,Ideal,5,E,SI2,2,720.1300000000001,504.09100000000007
1.19,Premium,4,G,VS2,5,7644.869999999999,5351.408999999999
0.5,Premium,4,F,SI1,3,931.9,652.3299999999999
0.41,Very Good,3,E,SI2,2,-437.3700000000001,-306.15900000000005
1.5,Premium,4,F,VS2,5,10252.9,7177.029999999999
0.51,Very Good,3,I,SI1,3,857.9300000000001,600.551
0.7,Ideal,5,I,VVS1,7,4588.599999999999,3212.0199999999995
0.36,Ideal,5,G,SI1,3,-87.82000000000016,-61.47400000000011
0.77,Premium,4,E,SI1,3,3203.4100000000003,2242.387
0.7,Good,2,F,SI2,2,1844.2999999999995,1291.0099999999995
0.46,Ideal,5,E,SI2,2,299.48,209.636
0.95,Good,2,G,VVS2,6,5763.549999999999,4034.484999999999
0.83,Ideal,5,G,VS1,4,4320.29,3024.203
0.7,Very Good,3,G,VS1,4,2910.3999999999996,2037.2799999999995
1.14,Very Good,3,G,SI2,2,5704.12,3992.8839999999996
1.18,Good,2,D,SI2,2,5882.54,4117.777999999999
0.33,Ideal,5,G,VVS1,7,1475.79,1033.0529999999999
0.23,Ideal,5,E,SI2,2,-1635.5100000000002,-1144.857
0.92,Ideal,5,E,SI2,2,4169.46,2918.622
0.33,Ideal,5,E,SI1,3,-340.21000000000004,-238.14700000000002
1.05,Very Good,3,E,VVS1,7,7216.95,5051.865
0.52,Ideal,5,F,VS2,5,2166.26,1516.382
1.18,Premium,4,G,VS2,5,7560.74,5292.517999999999
1.07,Premium,4,H,VS2,5,6635.3099999999995,4644.717
1.02,Very Good,3,G,VS2,5,6056.56,4239.592
1.52,Premium,4,G,VS1,4,9967.16,6977.012
0.31,Ideal,5,F,VS1,4,-54.4699999999998,-38.128999999999856
1.2,Premium,4,J,SI1,3,6821.0,4774.7
0.32,Premium,4,F,SI1,3,-582.44,-407.708
0.7,Premium,4,H,VS2,5,3522.4999999999995,2465.7499999999995
0.35,Ideal,5,E,VS2,5,736.0499999999997,515.2349999999998
0.51,Ideal,5,G,VS1,4,1628.13,1139.691
1.05,Ideal,5,G,SI1,3,5717.15,4002.0049999999997
0.35,Ideal,5,E,SI1,3,-171.95000000000027,-120.36500000000018
0.31,Premium,4,J,VS2,5,241.4300000000003,169.0010000000002
0.3,Ideal,5,J,IF,8,1677.4,1174.18
0.61,Ideal,5,D,VVS2,6,3377.4300000000003,2364.201
0.6,Premium,4,D,SI1,3,1773.2000000000003,1241.24
0.35,Very Good,3,G,VS2,5,419.8499999999997,293.89499999999975
0.51,Ideal,5,G,VS1,4,1628.13,1139.691
0.71,Ideal,5,F,VS1,4,3310.7299999999996,2317.5109999999995
1.11,Premium,4,H,SI1,3,6063.83,4244.681
0.33,Ideal,5,D,VVS2,6,1021.79,715.2529999999999
0.7,Ideal,5,E,VS2,5,3680.5999999999995,2576.4199999999996
1.2,Ideal,5,G,VVS2,6,8341.1,5838.7699999999995
0.31,Ideal,5,G,SI1,3,-508.4699999999998,-355.92899999999986
0.36,Ideal,5,G,SI1,3,-87.82000000000016,-61.47400000000011
0.91,Very Good,3,F,SI1,3,4223.13,2956.191
1.0,Very Good,3,E,VS2,5,5888.3,4121.8099999999995
0.9,Very Good,3,E,VS1,4,4593.0,3215.1
0.52,Premium,4,E,VVS1,7,2916.1600000000003,2041.3120000000001
1.06,Ideal,5,G,VVS2,6,7163.280000000001,5014.296
0.31,Good,2,E,VS2,5,-74.76999999999998,-52.338999999999984
0.7,Ideal,5,H,SI1,3,2772.5999999999995,1940.8199999999995
1.23,Ideal,5,F,SI2,2,6777.49,4744.2429999999995
0.52,Ideal,5,H,VS2,5,2166.26,1516.382
0.31,Premium,4,F,VS2,5,241.4300000000003,169.0010000000002
1.0,Very Good,3,F,IF,8,7250.3,5075.21
0.3,Very Good,3,I,VS1,4,-454.8000000000002,-318.3600000000001
1.27,Ideal,5,H,SI1,3,7568.01,5297.607
0.26,Ideal,5,H,VS1,4,-475.1199999999999,-332.5839999999999
0.71,Premium,4,F,SI1,3,2698.6299999999997,1889.0409999999997
0.5,Good,2,F,SI1,3,615.7,430.99
0.34,Premium,4,H,VS1,4,39.820000000000164,27.874000000000112
1.02,Premium,4,F,VS2,5,6214.66,4350.262
1.51,Very Good,3,G,VS1,4,9724.93,6807.451
1.08,Very Good,3,H,VVS1,7,7469.340000000001,5228.5380000000005
1.16,Fair,1,H,SI2,2,5556.18,3889.326
0.91,Very Good,3,H,VS2,5,5131.13,3591.7909999999997
1.33,Premium,4,I,SI2,2,7460.6900000000005,5222.483
0.92,Very Good,3,D,SI1,3,4307.26,3015.082
0.46,Ideal,5,G,IF,8,3023.48,2116.4359999999997
0.33,Premium,4,G,VS1,4,-44.309999999999945,-31.01699999999996
1.01,Premium,4,E,SI2,2,4768.529999999999,3337.970999999999
1.04,Premium,4,D,SI2,2,5020.92,3514.644
0.73,Ideal,5,H,VVS2,6,4386.99,3070.8929999999996
0.42,Premium,4,G,VS2,5,1166.8600000000001,816.802
0.46,Fair,1,I,VS1,4,575.0799999999999,402.5559999999999
0.78,Fair,1,G,SI2,2,2359.2400000000002,1651.468
1.0,Premium,4,F,VS2,5,6046.4,4232.48
0.71,Ideal,5,G,IF,8,5126.73,3588.7109999999993
0.33,Premium,4,H,VS2,5,409.69000000000005,286.783
0.71,Premium,4,F,SI1,3,2698.6299999999997,1889.0409999999997
0.91,Premium,4,F,SI2,2,3927.23,2749.0609999999997
2.23,Premium,4,J,VS2,5,16394.39,11476.072999999999
0.7,Ideal,5,D,VS2,5,3680.5999999999995,2576.4199999999996
1.13,Premium,4,J,VS1,4,6686.089999999998,4680.262999999998
1.75,Ideal,5,J,VS2,5,12514.25,8759.974999999999
1.21,Premium,4,H,SI1,3,6905.129999999999,4833.590999999999
0.7,Very Good,3,F,VS2,5,3364.3999999999996,2355.0799999999995
1.01,Good,2,F,SI1,3,4906.329999999999,3434.430999999999
0.36,Ideal,5,H,VS2,5,820.1799999999998,574.1259999999999
0.72,Very Good,3,E,SI2,2,2170.66,1519.4619999999998
1.62,Very Good,3,I,VS2,5,11104.36,7773.052
1.19,Ideal,5,F,VVS2,6,8256.97,5779.878999999999
1.01,Very Good,3,G,SI1,3,5064.429999999999,3545.100999999999
0.7,Premium,4,D,VS1,4,3068.4999999999995,2147.9499999999994
1.03,Ideal,5,F,VS2,5,6456.889999999999,4519.822999999999
0.54,Fair,1,F,SI1,3,794.1200000000005,555.8840000000002
0.9,Very Good,3,F,SI2,2,3685.0,2579.5
0.4,Ideal,5,H,IF,8,2518.7000000000003,1763.0900000000001
0.51,Premium,4,G,VS2,5,1924.0300000000002,1346.8210000000001
0.53,Premium,4,E,VS2,5,2092.2900000000004,1464.6030000000003
0.5,Premium,4,E,VS2,5,1839.9,1287.93
0.36,Ideal,5,E,SI1,3,-87.82000000000016,-61.47400000000011
0.64,Good,2,D,SI1,3,1793.5199999999998,1255.4639999999997
0.9,Ideal,5,G,VVS1,7,6271.2,4389.839999999999
0.35,Ideal,5,D,SI1,3,-171.95000000000027,-120.36500000000018
0.3,Good,2,G,VVS2,6,295.0999999999999,206.56999999999994
1.0,Premium,4,D,SI1,3,5138.4,3596.8799999999997
0.59,Ideal,5,G,SI1,3,1847.17,1293.019
0.71,Good,2,E,SI2,2,1928.4299999999996,1349.9009999999996
0.7,Very Good,3,D,VS1,4,2910.3999999999996,2037.2799999999995
0.31,Premium,4,I,SI1,3,-666.5699999999997,-466.59899999999976
1.57,Ideal,5,F,SI1,3,10091.91,7064.3369999999995
0.9,Ideal,5,G,SI1,3,4455.2,3118.64
0.59,Ideal,5,D,SI1,3,1847.17,1293.019
0.26,Very Good,3,G,VS1,4,-791.3199999999997,-553.9239999999998
0.41,Ideal,5,E,VVS2,6,1694.83,1186.3809999999999
0.4,Very Good,3,G,VS1,4,386.5000000000002,270.5500000000001
0.53,Very Good,3,E,VS2,5,1934.1900000000003,1353.9330000000002
0.7,Ideal,5,I,SI1,3,2772.5999999999995,1940.8199999999995
0.32,Premium,4,D,SI1,3,-582.44,-407.708
0.7,Good,2,F,VS1,4,2752.2999999999993,1926.6099999999994
0.7,Very Good,3,E,VS2,5,3364.3999999999996,2355.0799999999995
0.9,Good,2,G,SI1,3,3980.8999999999996,2786.6299999999997
0.33,Premium,4,G,VS2,5,409.69000000000005,286.783
1.15,Good,2,J,SI2,2,5630.149999999999,3941.1049999999987
1.01,Very Good,3,E,VS2,5,5972.429999999999,4180.700999999999
0.32,Ideal,5,I,IF,8,1845.6599999999999,1291.9619999999998
2.33,Very Good,3,H,SI2,2,15715.59,11000.912999999999
0.79,Very Good,3,I,SI1,3,3213.5700000000006,2249.4990000000003
1.21,Ideal,5,H,SI1,3,7063.23,4944.2609999999995
0.75,Very Good,3,G,SI1,3,2877.05,2013.935
0.4,Ideal,5,I,SI1,3,248.70000000000027,174.09000000000017
1.23,Good,2,I,VS1,4,7211.19,5047.833
1.08,Premium,4,G,SI1,3,5811.4400000000005,4068.0080000000003
0.28,Very Good,3,E,VS1,4,-623.0599999999995,-436.1419999999996
0.54,Very Good,3,F,VS2,5,2018.3200000000004,1412.8240000000003
1.09,Premium,4,G,VS2,5,6803.57,4762.499
0.28,Very Good,3,E,VVS2,6,284.9400000000005,199.45800000000034
1.2,Premium,4,F,SI2,2,6367.0,4456.9
1.0,Ideal,5,E,SI1,3,5296.5,3707.5499999999997
0.36,Ideal,5,G,SI1,3,-87.82000000000016,-61.47400000000011
0.6,Very Good,3,F,SI1,3,1615.1000000000001,1130.57
1.71,Premium,4,H,SI1,3,11111.63,7778.140999999999
0.33,Ideal,5,E,VS2,5,567.79,397.453
0.3,Ideal,5,E,VVS1,7,1223.4,856.38
0.71,Ideal,5,D,SI2,2,2402.7299999999996,1681.9109999999996
0.31,Ideal,5,G,IF,8,1761.5300000000002,1233.0710000000001
0.32,Ideal,5,E,VVS2,6,937.6599999999999,656.3619999999999
0.66,Ideal,5,H,SI1,3,2436.08,1705.2559999999999
1.5,Good,2,D,SI2,2,8574.7,6002.29
0.38,Premium,4,H,VS2,5,830.3400000000001,581.238
1.22,Premium,4,F,VS2,5,7897.26,5528.081999999999
1.53,Very Good,3,H,VS1,4,9893.189999999999,6925.232999999998
0.3,Ideal,5,H,SI1,3,-592.5999999999999,-414.81999999999994
1.79,Premium,4,G,VS2,5,12692.67,8884.868999999999
1.02,Ideal,5,I,I1,1,4556.76,3189.732
0.3,Ideal,5,F,VVS2,6,769.4000000000001,538.58
0.75,Ideal,5,G,SI1,3,3193.25,2235.2749999999996
0.54,Ideal,5,G,SI1,3,1426.5200000000004,998.5640000000002
0.7,Fair,1,F,SI2,2,1686.1999999999994,1180.3399999999995
1.25,Ideal,5,H,SI1,3,7399.75,5179.825
0.82,Ideal,5,I,SI1,3,3782.16,2647.5119999999997
1.01,Very Good,3,F,VS2,5,5972.429999999999,4180.700999999999
1.15,Very Good,3,H,SI2,2,5788.249999999999,4051.774999999999
1.67,Ideal,5,F,VS2,5,11841.21,8288.847
1.01,Very Good,3,E,VS2,5,5972.429999999999,4180.700999999999
0.39,Very Good,3,E,VS2,5,756.3700000000001,529.4590000000001
1.22,Ideal,5,I,VS1,4,7601.360000000001,5320.952
1.01,Good,2,E,SI1,3,4906.329999999999,3434.430999999999
2.0,Very Good,3,I,VS2,5,14301.3,10010.909999999998
0.54,Ideal,5,D,VS2,5,2334.5200000000004,1634.1640000000002
0.9,Premium,4,J,SI1,3,4297.1,3007.9700000000003
0.32,Very Good,3,E,SI1,3,-740.54,-518.3779999999999
0.54,Very Good,3,F,SI1,3,1110.3200000000004,777.2240000000003
0.5,Premium,4,D,SI1,3,931.9,652.3299999999999
1.51,Premium,4,J,VVS2,6,10791.029999999999,7553.720999999999
1.01,Very Good,3,H,VS2,5,5972.429999999999,4180.700999999999
0.77,Good,2,D,SI2,2,2433.21,1703.2469999999998
0.7,Fair,1,E,SI2,2,1686.1999999999994,1180.3399999999995
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
2.18,Premium,4,J,SI2,2,14611.74,10228.217999999999
0.3,Very Good,3,J,VS1,4,-454.8000000000002,-318.3600000000001
0.53,Ideal,5,D,SI1,3,1342.3900000000003,939.6730000000001
0.9,Very Good,3,F,SI1,3,4139.0,2897.2999999999997
1.13,Ideal,5,H,SI1,3,6390.189999999999,4473.132999999999
0.4,Premium,4,D,SI2,2,-363.39999999999964,-254.37999999999974
0.5,Very Good,3,D,VS2,5,1681.8,1177.26
0.37,Ideal,5,F,VVS1,7,1812.31,1268.617
1.12,Very Good,3,I,VS2,5,6897.8600000000015,4828.502
1.28,Ideal,5,G,SI1,3,7652.139999999999,5356.498
0.66,Very Good,3,E,VVS1,7,3935.88,2755.116
0.71,Good,2,H,SI1,3,2382.4299999999994,1667.7009999999996
0.4,Premium,4,H,VS1,4,544.6000000000004,381.22000000000025
1.28,Ideal,5,H,SI1,3,7652.139999999999,5356.498
0.42,Premium,4,E,SI2,2,-195.13999999999987,-136.5979999999999
1.0,Very Good,3,H,SI2,2,4526.3,3168.41
0.41,Premium,4,G,VS1,4,628.73,440.111
0.52,Very Good,3,I,VS1,4,1396.0600000000002,977.2420000000001
0.46,Ideal,5,G,VVS1,7,2569.48,1798.636
1.5,Very Good,3,J,VS2,5,10094.8,7066.359999999999
1.13,Very Good,3,I,VS2,5,6981.989999999999,4887.392999999999
0.3,Very Good,3,I,SI1,3,-908.8000000000002,-636.1600000000001
2.0,Very Good,3,E,SI2,2,12939.3,9057.509999999998
1.68,Ideal,5,I,VS2,5,11925.34,8347.738
0.3,Ideal,5,D,SI1,3,-592.5999999999999,-414.81999999999994
0.81,Premium,4,G,VS1,4,3993.9300000000007,2795.751
0.35,Very Good,3,E,SI1,3,-488.1500000000003,-341.7050000000002
1.54,Ideal,5,D,SI2,2,9385.52,6569.864
0.32,Ideal,5,H,VVS1,7,1391.6599999999999,974.1619999999998
0.9,Ideal,5,E,SI1,3,4455.2,3118.64
0.79,Ideal,5,I,VS1,4,3983.7700000000004,2788.639
0.5,Ideal,5,D,SI2,2,636.0,445.2
1.09,Ideal,5,E,SI1,3,6053.67,4237.5689999999995
0.33,Very Good,3,E,VS2,5,251.58999999999992,176.11299999999994
0.38,Good,2,F,VS2,5,514.1400000000001,359.898
0.31,Ideal,5,E,VS2,5,399.5300000000002,279.6710000000001
1.21,Very Good,3,G,SI2,2,6293.03,4405.120999999999
1.19,Ideal,5,E,SI2,2,6440.969999999999,4508.678999999999
0.55,Ideal,5,G,VVS2,6,2872.6500000000005,2010.8550000000002
0.7,Ideal,5,F,SI1,3,2772.5999999999995,1940.8199999999995
0.39,Very Good,3,G,VVS1,7,1664.3700000000001,1165.059
1.66,Ideal,5,J,SI2,2,10395.08,7276.556
1.1,Ideal,5,I,SI1,3,6137.800000000001,4296.460000000001
1.21,Very Good,3,G,SI2,2,6293.03,4405.120999999999
0.3,Very Good,3,E,VS1,4,-454.8000000000002,-318.3600000000001
0.86,Good,2,G,SI2,2,3190.38,2233.266
0.3,Ideal,5,G,VS1,4,-138.5999999999999,-97.01999999999992
1.22,Ideal,5,G,VS1,4,7601.360000000001,5320.952
0.3,Premium,4,E,SI1,3,-750.6999999999998,-525.4899999999999
1.2,Ideal,5,G,VS1,4,7433.1,5203.17
0.31,Ideal,5,H,VVS1,7,1307.5300000000002,915.2710000000001
2.01,Very Good,3,I,VS2,5,14385.429999999997,10069.800999999998
0.37,Ideal,5,J,SI1,3,-3.6900000000000546,-2.583000000000038
0.31,Premium,4,E,VS1,4,-212.5699999999997,-148.79899999999978
0.3,Ideal,5,F,SI1,3,-592.5999999999999,-414.81999999999994
0.31,Ideal,5,F,VVS2,6,853.5300000000002,597.4710000000001
0.27,Very Good,3,F,VVS1,7,654.8100000000004,458.36700000000025
0.32,Ideal,5,D,VVS2,6,937.6599999999999,656.3619999999999
0.33,Ideal,5,H,IF,8,1929.79,1350.8529999999998
1.86,Very Good,3,H,SI2,2,11761.48,8233.036
0.72,Ideal,5,H,VS1,4,3394.8599999999997,2376.4019999999996
1.05,Ideal,5,H,SI1,3,5717.15,4002.0049999999997
1.02,Premium,4,G,VS2,5,6214.66,4350.262
1.04,Very Good,3,E,SI1,3,5316.820000000001,3721.7740000000003
0.95,Very Good,3,J,VVS2,6,5921.65,4145.155
0.3,Ideal,5,H,VVS2,6,769.4000000000001,538.58
0.27,Very Good,3,G,VS1,4,-707.1899999999996,-495.0329999999997
0.32,Premium,4,F,VS2,5,325.55999999999995,227.89199999999994
1.28,Ideal,5,G,SI1,3,7652.139999999999,5356.498
1.31,Premium,4,F,SI1,3,7746.43,5422.501
0.3,Premium,4,E,SI1,3,-750.6999999999998,-525.4899999999999
1.51,Ideal,5,I,VS1,4,10041.13,7028.790999999999
0.36,Ideal,5,E,VS2,5,820.1799999999998,574.1259999999999
0.73,Premium,4,F,SI1,3,2866.89,2006.8229999999999
0.33,Ideal,5,G,IF,8,1929.79,1350.8529999999998
1.0,Premium,4,G,SI2,2,4684.4,3279.0799999999995
0.31,Ideal,5,G,IF,8,1761.5300000000002,1233.0710000000001
0.56,Ideal,5,E,VS2,5,2502.7800000000007,1751.9460000000004
0.32,Premium,4,G,VVS2,6,779.56,545.6919999999999
1.53,Premium,4,G,VVS1,7,11413.289999999999,7989.302999999999
0.52,Very Good,3,H,SI1,3,942.0600000000002,659.4420000000001
0.42,Ideal,5,G,VVS1,7,2232.96,1563.072
0.3,Ideal,5,D,VS2,5,315.4000000000001,220.78000000000006
1.0,Very Good,3,G,VS2,5,5888.3,4121.8099999999995
0.44,Good,2,E,VS2,5,1018.9199999999998,713.2439999999998
1.01,Good,2,E,VS2,5,5814.329999999999,4070.030999999999
0.31,Ideal,5,J,VS1,4,-54.4699999999998,-38.128999999999856
2.28,Premium,4,H,SI2,2,15453.039999999999,10817.127999999999
0.5,Premium,4,D,VS2,5,1839.9,1287.93
0.5,Ideal,5,E,VVS2,6,2452.0,1716.3999999999999
0.36,Very Good,3,E,SI1,3,-404.0200000000002,-282.81400000000014
0.7,Ideal,5,I,SI1,3,2772.5999999999995,1940.8199999999995
